query,article,article_id,score
em muốn tham gia cả 2 clb là it ptit và proptit có đc k ạ ?,"Cuộc đua số là cuộc thi lập trình công nghệ thường niên dành cho các sinh viên yêu thích công nghệ trên toàn quốc được tổ chức bởi tập đoàn FPT. Với mục đích tạo sân chơi hấp dẫn, bổ ích, thúc đẩy đam mê học hỏi, cập nhật, thực hành và sáng tạo các công nghệ mới trên thế giới, trên cơ sở hiểu biết và nắm vững nhu cầu của các ngành công nghiệp cho sinh viên Việt Nam, góp phần xây dựng nguồn lực chất lượng cao, đáp ứng nhu cầu của cuộc cách mạng 4.0",81,0.0
"chủ nhiệm khóa 2017-2018, chu văn đăng:","các thành viên tiêu biểu: chế đình sơn: người sáng lập - chủ nhiệm khóa 2010-2011, nguyễn tuấn ninh: phó chủ nhiệm clb khóa 2011-2012, cao hải yến: chủ nhiệm clb khóa 2011-2012, chu ngọc định: trưởng ban tài chính - nhân sự khóa 2012-2013, lại đắc việt: trưởng ban đào tạo khóa 2012-2013, lê văn thanh: trưởng ban sự kiện khóa 2012-2013, lê xuân tùng: trưởng ban đào tạo khóa 2013-2014, trần hoàng linh: trưởng ban sự kiện khóa 2013-2014, nguyễn hoàng nam: chủ nhiệm khóa 2015-2016, trần phú quang: phó chủ nhiệm khóa 2015-2016, đàm bá quyền: chủ nhiệm khóa 2016-2017, nguyễn nhân đức: phó chủ nhiệm khóa 2016-2017, bùi thị, anh phương: trưởng ban sự kiện khóa 2016-2017, nguyễn công hậu: trưởng ban truyền thông khóa 2016-2107, nguyễn thắng hải an: phó chủ nhiệm khóa 2016-2107, nguyễn thị phương: trưởng ban tài chính nhân sự khóa 2016-2017, triệu khương duy: phó chủ nhiệm khóa 2017-2018, nguyễn quốc bình: chủ nhiệm khóa 2017-2018, chu văn đăng: trưởng ban sự kiện khóa 2017-2018, lê duy bách: thành viên ban đào tạo khóa 2017-2018, nguyễn quang linh: trưởng ban truyền thông khóa 2017-2018, đỗ hoàng phương thảo: trưởng ban tài chính nhân sự khóa 2017-2018, lê bình dương: chủ nhiệm khóa 2018-2019, trần đại nghĩa: chủ nhiệm khóa 2018-2019, trần việt huy: trưởng ban đào tạo khóa 2018-2019, đỗ mai phương: trưởng ban sự kiện khóa 2018-2019, nguyễn mạnh cường: chủ nhiệm khóa 2019-2020, nguyễn thế anh: phó chủ nhiệm khóa 2019-2020, nguyễn tùng lâm: phó chủ nhiệm khóa 2019-2020, nguyễn văn tuệ: trưởng ban đào tạo khóa 2019-2020, trần văn thắng: trưởng ban sự kiện khóa 2019-2020, nguyễn văn hòa: chủ nhiệm khóa 2020-2021, nguyễn văn học: chủ nhiệm khóa 2020-2021, hoàng đức minh: phó chủ nhiệm khóa 2021-2022, nguyễn duy dũng: phó chủ nhiệm khóa 2021-2022, lê xuân minh: phó chủ nhiệm khóa 2021-2022, cồ thị phương hoa: chủ nhiệm clb khóa 2021-2022, trần vân anh: trưởng ban tài chính nhân sự khóa 2021-2022, lê quang dũng: trưởng ban truyền thông khóa 2021-2022, đoàn ngọc khánh: trưởng ban sự kiện khóa 2021-2022, nguyễn tiến hùng: phó chủ nhiệm khóa 2022-2023, đỗ xuân hướng: chủ nhiệm clb khóa 2022-2023, lưu minh hiếu: phó chủ nhiệm khóa 2022-2023, phạm thị linh mỹ: trưởng ban tài chính nhân sự khóa 2022-2023, đặng nguyệt minh: trưởng ban sự kiện khóa 2022-2023, nguyễn quốc hưng: trưởng ban đào tạo khóa 2022-2023, đinh hoàng anh: phó chủ nhiệm khóa 2023-2024, đặng trung hiếu: chủ nhiệm khóa 2023-2024, phan thanh tân: trưởng ban sự kiện khóa 2023-2024, nguyễn bá việt hoàng: trưởng ban đối ngoại khóa 2023-2024, bùi thế vĩnh nguyên: chủ nhiệm clb khóa 2024-2025, nguyễn hoa thanh tùng: phó chủ nhiệm khóa 2024-2025, đặng huyền trang: phó chủ nhiệm khóa 2024-2025, giáp minh hiếu: trưởng ban đào tạo khóa 2024-2025, phan an phúc: trưởng ban sự kiện khóa 2024-2025, đỗ vũ hải đăng: trưởng ban truyền thông khóa 2024-2025, phạm mai linh: trưởng ban đối ngoại khóa 2024-2025, trần ngọc ánh: trưởng ban tài chính nhân sự khóa 2024-2025",93,1.0
CLB có kế hoạch đào tạo lập trình viên mới theo lộ trình ra sao?,"Hình thức tuyển thành viên CLB ? Quá trình tuyển thành viên của CLB sẽ gồm 3 vòng: đầu tiên là vòng CV, sau đó sẽ đến vòng Phỏng vấn và cuối cùng là vào vòng Traning của CLB. Thông tin chi tiết của các vòng sẽ được CLB cập nhật trên fanpage, các bạn hãy theo dõi để có được thông tin sớm nhất nhé.",5,0.0
em cần chủ động tự sắp xếp thời gian để cân đối việc hoạt động của cả 2 clb và tránh ảnh hưởng tới sức khoẻ nha ,"em có tham gia thêm 1 clb nữa, vậy việc tham gia clb của mình có ảnh hưởng nhiều đến thời gian không ạ ? thời gian học tập sẽ được các anh chị sắp xếp để phù hợp với lịch học của tất cả các thành viên (có thể sẽ có một số buổi cuối tuần). các em sẽ không bị trùng với lịch học trên trường. ngoài ra các hoạt động ngoại khóa khác các anh chị cũng sẽ sắp xếp thời gian phù hợp nhất, có nhiều thành viên có thể tham gia nhất. em cần chủ động tự sắp xếp thời gian để cân đối việc hoạt động của cả 2 clb và tránh ảnh hưởng tới sức khoẻ nha ",42,1.0
"trưởng ban sự kiện khóa 2012-2013, lê xuân tùng:","Anh ơi cho em hỏi định hướng của clb mình là gì và tại sao em nên đăng kí vào clb mình ạ ? Mục tiêu của clb là chia sẻ để cùng nhau phát triển, khi em tham gia clb, em sẽ đc dạy các kiến thức, phục vụ cho các môn trên trường, đồng thời em cũng sẽ được tham gia vào các sự kiện, hoạt động ngoại khóa, hoàn thiện cả kĩ năng cứng và kĩ năng mềm. ",28,0.0
Tiêu chí đánh giá trong giai đoạn training có gì đặc biệt?,"PAMA-CUP là cuộc thi sử dụng ngôn ngữ lập trình C++. Với input là các thông số của trò chơi, người chơi phải áp dụng các thuật toán, giải thuật đồ thị để đưa ra hướng đi cho Pacman và Ghost trong tựa game Pacman nổi tiếng. Đây là một cuộc rượt đuổi kịch tính, hài hước nhưng không kém phần cạnh tranh và quyết liệt giữa các thành viên trong CLB.",75,0.0
tham gia clb ngoài học tập còn có hoạt động gì khác không ?,"tham gia clb ngoài học tập còn có hoạt động gì khác không ? ngoài việc học tập trong clb các bạn sẽ được tham gia các sự kiện, hoạt động ngoại khóa vô cùng thú vị trong và ngoài clb. và sau này các bạn sẽ được học hỏi và góp phần vào việc trực tiếp tổ chức các sự kiện lớn nhỏ của clb mình. chi tiết bạn có thể tham khảo thêm tại mục sự kiện của website này nhé.",12,1.0
"nếu đến muộn phải xin trước 2 tiếng, nếu nghỉ phải xin trước 1 ngày, liên lạc trực tiếp với người chủ trì buổi đó.","Quyền lợi: Được tham gia vào các hoạt động của CLB. Được tham gia ứng cử, đề cử, bầu cử các vị trí lãnh đạo. Được tham gia đóng góp ý kiến xây dựng và phát triển CLB. Chia sẻ và được chia sẻ kiến thức, kỹ năng cần thiết. Các thành viên có quyền bình đẳng như nhau. Thỏa sức tham gia tìm hiểu, phát triển các lĩnh vực khác nhau không có giới hạn.Được tham gia vào các team dự án khi có đủ kiến thức.",94,0.0
khi bạn vào clb các anh chị sẽ tận tình chỉ dạy và nếu bạn cố gắng thì khả năng code của bạn sẽ ngày càng được cải thiện.,nếu chưa có kiến thức về lập trình thì có thể tham gia clb không ? đa số mọi người đều xuất phát từ con số 0 nên bạn cũng không cần lo lắng quá. khi bạn vào clb các anh chị sẽ tận tình chỉ dạy và nếu bạn cố gắng thì khả năng code của bạn sẽ ngày càng được cải thiện.,11,1.0
Tiêu chí để trở thành “Thành viên tiêu biểu” của CLB là gì?,Các sinh viên lớn hơn năm nhất có sự chênh lệch về kiến thức và thời gian hoạt động. Vì vậy việc định hướng và hoạt động sẽ không phù hợp với lộ trình đào tạo của clb.,27,0.0
"trong vòng training, các anh chị sẽ đánh giá em về nhiều mặt khác nhau, bao gồm cả mảng học tập, hoạt động và cách giao tiếp giữa em với các thành viên clb khác.","tiêu chuẩn để đánh giá trong vòng training là gì ạ, em code không được giỏi thì em có vào clb được không ạ ? trong vòng training, các anh chị sẽ đánh giá em về nhiều mặt khác nhau, bao gồm cả mảng học tập, hoạt động và cách giao tiếp giữa em với các thành viên clb khác. việc code chỉ là 1 phần trong số đó, em cố gắng thể hiện hết mình là được nhé, mọi nỗ lực em làm đều sẽ được anh chị ghi nhận và đánh giá. anh chị đánh giá rất cao sự tiến bộ của các em trong quá trình training.",15,1.0
"tham gia đóng góp ý kiến, xây dựng và phát triển clb.","nghĩa vụ: tham gia đầy đủ, nhiệt tình, có tinh thần trách nhiệm cao trong các hoạt động của clb. chấp hành nghiêm chỉnh nội quy của clb đề ra. hoàn thành nhiệm vụ được giao đúng thời hạn quy định. hoàn thành đóng phí hoạt động hàng tháng đúng thời gian quy định. tham gia đóng góp ý kiến, xây dựng và phát triển clb.",95,1.0
"phó chủ nhiệm khóa 2016-2017, bùi thị, anh phương:","Anh ơi cho em hỏi định hướng của clb mình là gì và tại sao em nên đăng kí vào clb mình ạ ? Mục tiêu của clb là chia sẻ để cùng nhau phát triển, khi em tham gia clb, em sẽ đc dạy các kiến thức, phục vụ cho các môn trên trường, đồng thời em cũng sẽ được tham gia vào các sự kiện, hoạt động ngoại khóa, hoàn thiện cả kĩ năng cứng và kĩ năng mềm. ",28,0.0
"cuộc thi đã tạo ra không khí lành mạnh sau những giờ làm việc và học tập căng thẳng, đồng thời nâng cao tinh thần thể dục thể thao của các thành viên đang hoạt động trong clb.","proptit marathon “có sức khỏe là có tất cả” hưởng ứng tinh thần trên, tất cả các thành viên của clb lập trình ptit tham gia cuộc thi chạy marathon. cuộc thi đã tạo ra không khí lành mạnh sau những giờ làm việc và học tập căng thẳng, đồng thời nâng cao tinh thần thể dục thể thao của các thành viên đang hoạt động trong clb.",78,1.0
mỗi hướng đi mà clb chọn đều tạo nên những màu sắc đặc trưng riêng.,"Hình thức tuyển thành viên CLB ? Quá trình tuyển thành viên của CLB sẽ gồm 3 vòng: đầu tiên là vòng CV, sau đó sẽ đến vòng Phỏng vấn và cuối cùng là vào vòng Traning của CLB. Thông tin chi tiết của các vòng sẽ được CLB cập nhật trên fanpage, các bạn hãy theo dõi để có được thông tin sớm nhất nhé.",5,0.0
chi tiết bạn có thể tham khảo thêm tại mục đào tạo của website này nhé.,"CLB Lập Trình PTIT là một trong những CLB học thuật được thành lập sớm nhất tại Học viện. CLB có một bề dày truyền thống đáng tự hào, một truyền thống được xây dựng và ngày càng lớn mạnh qua từng thế hệ, từng giải thưởng, từng thành tựu mà CLB đã đạt được.",89,0.0
khuyến khích và tuyên dương các cá nhân có khả năng tự học.,"em sẽ Được gì khi tham gia clb mình ạ ? CLB mang lại cho em nhiều kiến thức bổ ích phục vụ cho học tập và cả công việc sau này, làm quen được nhiều anh chị, bạn bè mở rộng mối quan hệ, được tham gia các cuộc thi, các hoạt động, các chuyến đi chơi tăng tình đoàn kết gắn bó, cũng như phát triển nhiều kĩ năng mềm cần thiết. Và còn rất nhiều những kỉ niệm đáng nhớ…",39,0.0
"Trong các buổi học, thành viên được khuyến khích hỗ trợ nhau thế nào?","PAMA-CUP là cuộc thi sử dụng ngôn ngữ lập trình C++. Với input là các thông số của trò chơi, người chơi phải áp dụng các thuật toán, giải thuật đồ thị để đưa ra hướng đi cho Pacman và Ghost trong tựa game Pacman nổi tiếng. Đây là một cuộc rượt đuổi kịch tính, hài hước nhưng không kém phần cạnh tranh và quyết liệt giữa các thành viên trong CLB.",75,0.0
"đây là một cuộc thi quan trọng giúp các thành viên có thể rèn luyện kỹ năng, học thêm nhiều kiến thức mới để dần hoàn thiện tư duy cũng như tăng tốc độ code của mình.","Code Battle là cuộc thi được tổ chức nhằm mục đích phát huy tinh thần học tập và là cơ hội cho sinh viên được giao lưu. Do các câu lạc bộ đến từ các trường đại học khu vực Hà Nội: Đại học Thăng Long, FPT và Học viện Bưu chính Viễn thông,... đồng tổ chức.",80,0.0
"Khi tổ chức sự kiện online, CLB có lưu ý gì đặc biệt cho thành viên?","Tác phong: Đi học, tham gia sự kiện đúng giờ. Các thành viên nên đến sớm trước 5 phút so với giờ bắt đầu. Đối với người chủ trì buổi học, sự kiện nếu sau 15 phút không có mặt, các thành viên tham gia có thể tự do ra về nghỉ ngơi, và báo cáo lại cho Ban nhân sự. Nếu đến muộn phải xin trước 2 tiếng, nếu nghỉ phải xin trước 1 ngày, liên lạc trực tiếp với người chủ trì buổi đó. Đối với người chủ trì buổi đó, đến muộn phải thông báo lùi lịch trước 12 tiếng, nếu nghỉ phải thông báo nghỉ và kế hoạch tổ chức bù trước ít nhất 2 ngày. Khi sinh hoạt ở CLB, yêu cầu mặc quần áo nghiêm túc, sử dụng quần dài quá đầu gối, không sử dụng các loại áo ba lỗ, áo croptop, áo hai dây hoặc các loại tương tự. Không đi dép lê trong các hoạt động của CLB. Nhận được thông báo về lịch học, sự kiện,… thì đều phải trả lời xác nhận theo hướng dẫn của người đăng bài. Ăn nói, giao tiếp, ứng xử có văn hóa.",96,1.0
Các bước chuẩn bị trước một sự kiện lớn của CLB là gì?,"Tác phong: Đi học, tham gia sự kiện đúng giờ. Các thành viên nên đến sớm trước 5 phút so với giờ bắt đầu. Đối với người chủ trì buổi học, sự kiện nếu sau 15 phút không có mặt, các thành viên tham gia có thể tự do ra về nghỉ ngơi, và báo cáo lại cho Ban nhân sự. Nếu đến muộn phải xin trước 2 tiếng, nếu nghỉ phải xin trước 1 ngày, liên lạc trực tiếp với người chủ trì buổi đó. Đối với người chủ trì buổi đó, đến muộn phải thông báo lùi lịch trước 12 tiếng, nếu nghỉ phải thông báo nghỉ và kế hoạch tổ chức bù trước ít nhất 2 ngày. Khi sinh hoạt ở CLB, yêu cầu mặc quần áo nghiêm túc, sử dụng quần dài quá đầu gối, không sử dụng các loại áo ba lỗ, áo croptop, áo hai dây hoặc các loại tương tự. Không đi dép lê trong các hoạt động của CLB. Nhận được thông báo về lịch học, sự kiện,… thì đều phải trả lời xác nhận theo hướng dẫn của người đăng bài. Ăn nói, giao tiếp, ứng xử có văn hóa.",96,1.0
Quy trình tuyển chọn và đào tạo thành viên mới của CLB diễn ra như thế nào?,"Tiêu chuẩn để đánh giá trong vòng training là gì ạ, em code không được giỏi thì em có vào clb được không ạ ? Trong vòng training, các anh chị sẽ đánh giá em về nhiều mặt khác nhau, bao gồm cả mảng học tập, hoạt động và cách giao tiếp giữa em với các thành viên CLB khác. Việc code chỉ là 1 phần trong số đó, em cố gắng thể hiện hết mình là được nhé, mọi nỗ lực em làm đều sẽ được anh chị ghi nhận và đánh giá. Anh chị đánh giá rất cao sự tiến bộ của các em trong quá trình training.",15,1.0
khi đã đủ lượng kiến thức bạn sẽ có thể được tham gia các team dự án để học thêm về lĩnh vực mình dự định sẽ theo đuổi sau này.,clb ngoài dạy thuật toán còn dạy gì nữa không ? ngoài việc học thuật toán bạn cũng sẽ được học những kiến thức khác ví dụ như là về lập trình hướng đối tượng. khi đã đủ lượng kiến thức bạn sẽ có thể được tham gia các team dự án để học thêm về lĩnh vực mình dự định sẽ theo đuổi sau này. chi tiết bạn có thể tham khảo thêm tại mục đào tạo của website này nhé.,10,1.0
Thành viên CLB cần chuẩn bị gì khi tham gia sự kiện lớn?,Học trường khác có thể tham gia CLB không ? Chúng mình luôn chào đón các bạn sinh viên đến từ mọi khu vực.,8,0.0
tiêu trí đánh giá và lựa chọn thành viên của clb dựa theo cả 2 tiêu trí là hoạt động và học tập.,"theo em được giới thiệu qua thì clb mình khá nặng về học thuật ạ. nhưng nếu em tham gia mà em chỉ muốn kết bạn và tham gia các sự kiện thôi không tham gia các hoạt động học tập có được không ạ ? tiêu trí đánh giá và lựa chọn thành viên của clb dựa theo cả 2 tiêu trí là hoạt động và học tập. trong quá trình hoạt động, ngoài các khoá học, clb còn rất nhiều hoạt động khác bên lề nhằm gắn kết các thành viên trong clb như biggame, picnic,...",33,1.0
"các sinh viên lớn hơn năm nhất có sự chênh lệch về kiến thức, thời gian hoạt động.","TRAINING: Trong quá trình training, các bạn sẽ được đào tạo và sử dụng thành thạo về ngôn ngữ C. Ngôn ngữ C là một ngôn ngữ phổ biến, cú pháp tường minh, dễ sử dụng đối với những người bắt đầu với lập trình. Và điều đặc biệt cho các PTITER là ngôn ngữ C sẽ được học vào kỳ 2 năm nhất, cho nên bạn sẽ có lợi thế khi mà tham gia khoá training này.",58,0.0
clb lập trình ptit là một trong những clb học thuật được thành lập sớm nhất tại học viện.,"học lập trình có cần giỏi toán không ạ ? Toán cũng là 1 lợi thế, tuy nhiên không giỏi cũng không sao.",34,0.0
"với sự tham gia đông đảo của các anh chị, các bạn và các thành viên training, sự kiện giúp các thành viên training được giao lưu làm quen với nhau và tạo được nhiều dấu ấn, kỷ niệm khó quên trong lòng mỗi người.","biggame training là sự kiện thường niên được tổ chức với quy mô lớn nhất diễn ra vào cuối mỗi kì training proptit. với sự tham gia đông đảo của các anh chị, các bạn và các thành viên training, sự kiện giúp các thành viên training được giao lưu làm quen với nhau và tạo được nhiều dấu ấn, kỷ niệm khó quên trong lòng mỗi người.",70,1.0
"trưởng ban đào tạo khóa 2013-2014, trần hoàng linh:","Kì 1 năm hai: Trong vòng 1 tháng các thành viên sẽ được làm quen với lập trình hướng đối tượng sử dụng ngôn ngữ C++. Khóa học kết thúc bằng cuộc thi làm Game, trong cuộc thi này các thành viên sẽ vận dụng kiến thức mình tích luỹ được để làm project đầu tiên trong sự nghiệp làm lập trình viên của mình.",61,0.0
Quyền lợi và nghĩa vụ của thành viên CLB gồm những gì?,"Quyền lợi: Được tham gia vào các hoạt động của CLB. Được tham gia ứng cử, đề cử, bầu cử các vị trí lãnh đạo. Được tham gia đóng góp ý kiến xây dựng và phát triển CLB. Chia sẻ và được chia sẻ kiến thức, kỹ năng cần thiết. Các thành viên có quyền bình đẳng như nhau. Thỏa sức tham gia tìm hiểu, phát triển các lĩnh vực khác nhau không có giới hạn.Được tham gia vào các team dự án khi có đủ kiến thức.",94,1.0
ngoài ra khi tham gia vào các clb bạn sẽ được cộng 0.1 điểm khuyến khích học bổng (đây sẽ là 1 lợi thế rất lớn khi xét học bổng tại học viện vào cuối kì bạn nhé).,"Có được tham gia nhiều CLB không ? Tham gia bao nhiêu CLB là hoàn toàn phụ thuộc vào lựa chọn của các bạn, nhưng để đảm bảo cân đối giữa việc học ở trường cũng như tham gia hoạt động tại CLB thì các bạn nên cân nhắc đến khả năng và thời gian mình có hoặc có thể tự trải nghiệm để đưa ra quyết định của mình nhé.",14,0.0
"trưởng ban sự kiện khóa 2021-2022, nguyễn tiến hùng:","các thành viên tiêu biểu: chế đình sơn: người sáng lập - chủ nhiệm khóa 2010-2011, nguyễn tuấn ninh: phó chủ nhiệm clb khóa 2011-2012, cao hải yến: chủ nhiệm clb khóa 2011-2012, chu ngọc định: trưởng ban tài chính - nhân sự khóa 2012-2013, lại đắc việt: trưởng ban đào tạo khóa 2012-2013, lê văn thanh: trưởng ban sự kiện khóa 2012-2013, lê xuân tùng: trưởng ban đào tạo khóa 2013-2014, trần hoàng linh: trưởng ban sự kiện khóa 2013-2014, nguyễn hoàng nam: chủ nhiệm khóa 2015-2016, trần phú quang: phó chủ nhiệm khóa 2015-2016, đàm bá quyền: chủ nhiệm khóa 2016-2017, nguyễn nhân đức: phó chủ nhiệm khóa 2016-2017, bùi thị, anh phương: trưởng ban sự kiện khóa 2016-2017, nguyễn công hậu: trưởng ban truyền thông khóa 2016-2107, nguyễn thắng hải an: phó chủ nhiệm khóa 2016-2107, nguyễn thị phương: trưởng ban tài chính nhân sự khóa 2016-2017, triệu khương duy: phó chủ nhiệm khóa 2017-2018, nguyễn quốc bình: chủ nhiệm khóa 2017-2018, chu văn đăng: trưởng ban sự kiện khóa 2017-2018, lê duy bách: thành viên ban đào tạo khóa 2017-2018, nguyễn quang linh: trưởng ban truyền thông khóa 2017-2018, đỗ hoàng phương thảo: trưởng ban tài chính nhân sự khóa 2017-2018, lê bình dương: chủ nhiệm khóa 2018-2019, trần đại nghĩa: chủ nhiệm khóa 2018-2019, trần việt huy: trưởng ban đào tạo khóa 2018-2019, đỗ mai phương: trưởng ban sự kiện khóa 2018-2019, nguyễn mạnh cường: chủ nhiệm khóa 2019-2020, nguyễn thế anh: phó chủ nhiệm khóa 2019-2020, nguyễn tùng lâm: phó chủ nhiệm khóa 2019-2020, nguyễn văn tuệ: trưởng ban đào tạo khóa 2019-2020, trần văn thắng: trưởng ban sự kiện khóa 2019-2020, nguyễn văn hòa: chủ nhiệm khóa 2020-2021, nguyễn văn học: chủ nhiệm khóa 2020-2021, hoàng đức minh: phó chủ nhiệm khóa 2021-2022, nguyễn duy dũng: phó chủ nhiệm khóa 2021-2022, lê xuân minh: phó chủ nhiệm khóa 2021-2022, cồ thị phương hoa: chủ nhiệm clb khóa 2021-2022, trần vân anh: trưởng ban tài chính nhân sự khóa 2021-2022, lê quang dũng: trưởng ban truyền thông khóa 2021-2022, đoàn ngọc khánh: trưởng ban sự kiện khóa 2021-2022, nguyễn tiến hùng: phó chủ nhiệm khóa 2022-2023, đỗ xuân hướng: chủ nhiệm clb khóa 2022-2023, lưu minh hiếu: phó chủ nhiệm khóa 2022-2023, phạm thị linh mỹ: trưởng ban tài chính nhân sự khóa 2022-2023, đặng nguyệt minh: trưởng ban sự kiện khóa 2022-2023, nguyễn quốc hưng: trưởng ban đào tạo khóa 2022-2023, đinh hoàng anh: phó chủ nhiệm khóa 2023-2024, đặng trung hiếu: chủ nhiệm khóa 2023-2024, phan thanh tân: trưởng ban sự kiện khóa 2023-2024, nguyễn bá việt hoàng: trưởng ban đối ngoại khóa 2023-2024, bùi thế vĩnh nguyên: chủ nhiệm clb khóa 2024-2025, nguyễn hoa thanh tùng: phó chủ nhiệm khóa 2024-2025, đặng huyền trang: phó chủ nhiệm khóa 2024-2025, giáp minh hiếu: trưởng ban đào tạo khóa 2024-2025, phan an phúc: trưởng ban sự kiện khóa 2024-2025, đỗ vũ hải đăng: trưởng ban truyền thông khóa 2024-2025, phạm mai linh: trưởng ban đối ngoại khóa 2024-2025, trần ngọc ánh: trưởng ban tài chính nhân sự khóa 2024-2025",93,1.0
"đi lại nhẹ nhàng, giữ trật tự, không làm ồn.nếu vi phạm sẽ phạt cả nhóm sử dụng phòng hôm đó.",PHÒNG TRUYỀN THỐNG:,88,0.0
em sẽ được gì khi tham gia clb mình ạ ?,"em sẽ được gì khi tham gia clb mình ạ ? clb mang lại cho em nhiều kiến thức bổ ích phục vụ cho học tập và cả công việc sau này, làm quen được nhiều anh chị, bạn bè mở rộng mối quan hệ, được tham gia các cuộc thi, các hoạt động, các chuyến đi chơi tăng tình đoàn kết gắn bó, cũng như phát triển nhiều kĩ năng mềm cần thiết. và còn rất nhiều những kỉ niệm đáng nhớ…",39,1.0
các sinh viên lớn hơn năm nhất có sự chênh lệch về kiến thức và thời gian hoạt động.,"Nghĩa vụ: Tham gia đầy đủ, nhiệt tình, có tinh thần trách nhiệm cao trong các hoạt động của CLB. Chấp hành nghiêm chỉnh nội quy của CLB đề ra. Hoàn thành nhiệm vụ được giao đúng thời hạn quy định. Hoàn thành đóng phí hoạt động hàng tháng đúng thời gian quy định. Tham gia đóng góp ý kiến, xây dựng và phát triển CLB.",95,0.0
CLB khuyến khích thành viên học thêm những kỹ năng nào ngoài lập trình?,"PROPTIT MARATHON “Có sức khỏe là có tất cả” Hưởng ứng tinh thần trên, tất cả các thành viên của CLB Lập Trình PTIT tham gia cuộc thi chạy Marathon. Cuộc thi đã tạo ra không khí lành mạnh sau những giờ làm việc và học tập căng thẳng, đồng thời nâng cao tinh thần thể dục thể thao của các thành viên đang hoạt động trong CLB.",78,0.0
"ngoài việc học tập trong clb các bạn sẽ được tham gia các sự kiện, hoạt động ngoại khóa vô cùng thú vị trong và ngoài clb.",Nhận được quyền lợi gì khi tham gia vào CLB ? Khi bạn vào CLB bạn sẽ có những lợi thế về các môn chuyên ngành trên trường. CLB sẽ giúp các bạn định hướng phát triển các kỹ năng lập trình. Bên cạnh đó CLB còn tổ chức các hoạt động ngoại khóa để các thành viên gắn kết hơn. Ngoài ra khi tham gia vào các CLB bạn sẽ được cộng 0.1 điểm khuyến khích học bổng (Đây sẽ là 1 lợi thế rất lớn khi xét học bổng tại Học Viện vào cuối kì bạn nhé).,6,0.0
dọn phòng.,"văn hóa: tương thân, tương ái, sẵn sàng hỗ trợ, giúp đỡ không chỉ các bạn trong clb, mà cả các clb khác, các bạn trong trường, thầy cô,… khi mọi người cần sự giúp đỡ của mình. hòa đồng và hết mình, nhiệt tình trong các hoạt động. không nói bậy, ứng xử thiếu văn hóa. khi liên hoan, phải đợi tất cả đều có phần mới bắt đầu ăn. mặc áo clb trong các buổi họp tháng và sự kiện quan trọng. học thuộc 3 bài hát truyền thống của clb. khi hát bài hát truyền thống phải hát to, rõ ràng. khi ngồi họp hay sinh hoạt vòng tròn, tập thể, sự kiện thì tôn trọng những người đang nói. hạn chế tối đa tình cảm nam nữ với thành viên clb. khi sử dụng trụ sở: giữ gìn tài sản vật chất bên trong. trước khi ra khỏi phòng: tắt điện, tắt nước. dọn phòng. xóa bảng. tắt ti vi. đóng kín cửa sổ, cửa đi. đi lại nhẹ nhàng, giữ trật tự, không làm ồn.nếu vi phạm sẽ phạt cả nhóm sử dụng phòng hôm đó. đóng quỹ clb đúng thời hạn.",98,1.0
CLB khuyến khích thành viên đóng góp ý tưởng như thế nào?,"Vì sao clb mình lại tuyển ít như vậy, anh chị có thể tuyển nhiều hơn được không ạ? Theo em thấy trên tiêu trí hoạt động là giúp đỡ các bạn sinh viên đam mê với lập trình, tại sao lại tuyển ít như vậy ? CLB đặt sự gắn kết các thành viên lên hàng đầu và thiên về chất lượng hơn số lượng. Việc quá đông thành viên sẽ gây khó khăn trong việc đào tạo, quản lý cũng như là việc gắn kết giữa các thành viên. Các bạn hoàn toàn có thể follow page clb để học tập được nhiều hơn, ngoài ra các thành viên CLB luôn sẵn sàng giúp đỡ các sv khác trong trường khi được hỏi.",47,0.0
CLB làm thế nào để duy trì liên lạc với cựu thành viên?,"Game Jam là một cuộc thi mà người tham gia cố gắng tạo ra một trò chơi điện tử từ đầu. Tuỳ thuộc vào hình thức, những người tham gia cuộc thi có thể làm việc độc lập hoặc theo nhóm. Thời lượng cho cuộc thi thường là từ 24 đến 72 giờ. Những người tham gia thường là lập trình viên, nhà thiết kế trò chơi, nghệ sĩ, nhà văn và những người khác trong lĩnh vực liên quan đến phát triển trò chơi",82,0.0
Quy trình tuyển chọn và đào tạo thành viên mới của CLB diễn ra như thế nào?,"Quyền lợi: Được tham gia vào các hoạt động của CLB. Được tham gia ứng cử, đề cử, bầu cử các vị trí lãnh đạo. Được tham gia đóng góp ý kiến xây dựng và phát triển CLB. Chia sẻ và được chia sẻ kiến thức, kỹ năng cần thiết. Các thành viên có quyền bình đẳng như nhau. Thỏa sức tham gia tìm hiểu, phát triển các lĩnh vực khác nhau không có giới hạn.Được tham gia vào các team dự án khi có đủ kiến thức.",94,1.0
Thành viên mới cần làm gì để nhanh hòa nhập với CLB?,"Quyền lợi: Được tham gia vào các hoạt động của CLB. Được tham gia ứng cử, đề cử, bầu cử các vị trí lãnh đạo. Được tham gia đóng góp ý kiến xây dựng và phát triển CLB. Chia sẻ và được chia sẻ kiến thức, kỹ năng cần thiết. Các thành viên có quyền bình đẳng như nhau. Thỏa sức tham gia tìm hiểu, phát triển các lĩnh vực khác nhau không có giới hạn.Được tham gia vào các team dự án khi có đủ kiến thức.",94,1.0
